pid,round,cpu,wc,ram,logged,decided,agr_rounds,window_top,window_bot,beb_s,beb_r,pf_s,pf_r,sent,s_cyc,ack_s,ack_r,ack_cyc,recv,recvtot,aas,aar,lookup_size,acked_size,p_acks_size,fl_s,fl_r,fl_rq,msgs_in_q
4,0,389,1026,5120,151,151,504,152,183,504,3678,3760,3678,9546,12742,377,533,0,9379,10336,533,377,390,257,72,10504,10382,10382,46
4,1,790,2031,5248,196,196,570,348,379,569,4587,4589,4588,11611,16232,619,700,0,12087,13437,700,603,203,321,25,12975,13498,13498,108
4,2,1136,3033,5248,210,212,541,558,589,541,4557,4549,4556,11631,16167,679,642,0,11514,12898,642,695,344,429,69,13000,12999,12999,209
4,3,1507,4035,5504,175,173,481,733,764,481,3961,3963,3961,10629,14462,690,647,0,11021,12384,647,669,235,546,50,11995,12172,12172,1
4,4,1885,5037,5504,224,224,605,957,988,604,4839,4819,4839,13319,18335,582,756,0,12650,14019,756,566,390,401,54,14707,14084,14084,69
4,5,2282,6040,5504,198,198,581,1155,1186,581,4431,4464,4431,11892,16243,730,612,0,11514,12838,612,665,523,432,49,13279,12910,12910,141
4,6,2597,7041,5504,126,129,358,1281,1308,358,2914,2877,2915,9004,12060,506,390,0,7449,8196,390,324,496,360,58,9945,9607,9607,1571
4,7,2849,8059,5632,104,101,318,1385,1416,318,2309,2335,2308,6577,8806,459,560,0,7438,8537,560,474,274,509,32,7646,7392,7143,177
4,8,3259,9067,5632,195,195,539,1580,1611,539,4370,4355,4370,11338,15703,725,672,0,10861,12331,672,748,313,719,47,12762,12211,12211,98
4,9,3644,10075,5632,154,155,442,1734,1765,442,3553,3562,3553,9228,12757,560,612,0,9557,10749,612,534,445,718,26,10445,10888,10888,237
4,10,4053,11077,5632,189,188,504,1923,1943,504,4076,4064,4076,11088,15203,512,532,0,10620,11676,532,480,315,479,58,12182,12140,12140,701
4,11,4480,12116,5632,193,195,528,2116,2147,528,4290,4293,4289,11254,15461,610,600,0,11893,13216,600,668,180,771,9,12182,12325,12325,1
4,12,4872,13126,5632,197,194,547,2313,2344,547,4393,4436,4393,11526,15945,624,571,0,11148,12389,571,624,217,737,26,12771,12571,12571,185
4,13,5260,14135,5632,199,201,561,2512,2543,561,4507,4480,4507,12098,16667,605,564,0,11711,12911,564,588,387,619,63,13108,12854,12854,133
4,14,5638,15141,5632,196,195,610,2708,2739,610,4599,4597,4599,12409,16874,578,575,0,12463,13663,575,575,196,1049,13,13612,13541,13541,11
4,15,6043,16147,5632,195,195,506,2903,2934,506,4200,4193,4200,11054,15437,545,536,0,10836,11967,536,548,177,962,21,12157,12069,12069,128
4,16,6465,17160,5632,216,215,546,3119,3150,546,4520,4520,4520,11701,16256,644,632,0,11926,13249,632,644,340,904,38,13026,13353,13353,232
4,17,6849,18165,5632,172,176,508,3291,3322,508,3980,3964,3980,10805,14654,562,556,0,10336,11472,556,535,181,1041,13,11968,11331,11331,91
4,18,7156,19167,5632,135,131,367,3426,3457,367,2810,2836,2811,7844,10927,493,462,0,7545,8543,462,493,213,969,23,8844,8523,8523,92
4,19,7540,20173,5632,99,99,268,3525,3556,268,2220,2219,2219,5448,7398,301,311,0,5670,6327,311,301,218,1569,20,6067,6280,6280,45
4,20,7941,21179,5632,193,195,509,3718,3749,509,4221,4204,4222,10849,15164,594,613,0,10757,12009,613,594,382,1223,56,12101,12095,12095,131
4,21,8328,22188,5632,180,182,446,3898,3929,446,3823,3826,3822,10162,13974,641,651,0,10405,11747,651,641,167,1402,30,11503,11689,11689,73
4,22,8728,23189,5632,196,192,503,4094,4125,503,4155,4161,4155,10752,14900,559,598,0,10941,12144,598,559,270,1382,33,11954,12113,12113,42
4,23,9146,24195,5632,202,202,554,4296,4327,554,4465,4465,4465,11968,16487,599,614,0,11957,13199,614,579,325,1222,30,13225,13298,13298,141
4,24,9529,25202,5632,180,180,544,4476,4507,544,4344,4320,4344,11433,15741,625,639,0,11962,13244,639,596,236,1403,45,12741,13151,13151,48
4,25,9927,26204,5632,178,195,492,4654,4685,492,4012,3973,4012,10771,14790,534,627,0,10407,11645,627,563,197,1417,24,11973,11638,11638,44
4,26,10292,27206,5632,217,200,569,4871,4902,569,4552,4622,4553,11692,15984,522,611,0,11805,12987,611,522,354,1421,38,12875,13043,13043,100
4,27,10663,28218,5632,206,206,535,5077,5108,535,4418,4417,4418,11875,16614,763,640,0,11788,13167,640,693,469,1295,70,13118,13224,13224,159
4,28,11057,29226,5632,137,125,387,5214,5245,388,2897,2934,2898,7935,10910,380,418,0,8379,9295,418,450,155,1288,9,8773,9154,9154,149
4,29,11456,30228,5632,117,124,592,5331,5362,591,4268,4243,4268,10555,14581,420,431,0,11258,12159,431,420,482,1400,74,11456,12046,12046,36
4,30,11865,31229,5632,142,146,613,5473,5504,613,4240,4211,4239,11077,15503,581,502,0,11033,12163,502,581,166,1452,29,12202,12129,12129,2
4,31,12280,32230,5632,123,108,564,5596,5627,564,3988,4045,3988,10359,14338,536,507,0,10397,11488,507,536,346,1267,57,11452,11653,11653,175
4,32,12689,33232,5632,146,145,667,5742,5773,667,4649,4651,4650,11749,16360,621,532,0,12632,13768,532,554,554,1440,68,12949,13844,13844,251
4,33,13169,34240,5760,102,104,559,5844,5875,559,3597,3573,3596,9852,13611,331,425,0,9939,10807,425,398,191,1483,29,10652,10676,10676,120
4,34,13637,35243,5760,159,157,655,6003,6034,655,4259,4283,4260,11242,15401,455,529,0,11068,12067,529,421,411,1528,36,12244,12128,12128,190
4,35,14059,36248,5760,110,109,628,6113,6143,628,4392,4389,4392,10859,15348,614,609,0,10958,12265,609,648,203,1506,17,12132,12095,12095,20
4,36,14451,37263,5760,67,76,427,6180,6211,427,2927,2915,2927,7920,10918,332,281,0,7740,8385,281,321,163,1630,22,8570,8374,8374,60
4,37,14828,38268,5888,99,91,407,6279,6310,407,3120,3136,3120,8162,11058,377,369,0,7694,8500,369,388,161,1607,6,8958,8440,8440,0
4,38,15251,39272,5888,151,156,648,6430,6461,648,4526,4518,4526,11449,16058,427,496,0,11302,12273,496,427,399,1670,42,12412,12377,12377,104
4,39,15713,40274,5888,105,99,564,6535,6566,564,3916,3933,3916,10263,14243,541,423,0,10558,11531,423,503,265,1616,38,11277,11484,11484,57
4,40,16133,41279,5888,167,171,602,6702,6733,602,4340,4335,4340,11433,15519,498,475,0,10731,11790,475,536,261,1903,32,12452,11854,11854,138
4,41,16550,42280,5888,143,148,717,6845,6876,717,5085,5073,5085,12917,18034,494,455,0,13216,14212,455,494,111,1723,6,13911,14074,14074,0
4,42,16953,43284,5888,150,141,567,6995,7026,567,4371,4374,4371,11831,16237,485,497,0,11255,12287,497,485,499,1769,72,12863,12466,12466,179
4,43,17342,44288,5888,29,35,233,7024,7055,233,1644,1628,1644,4470,6354,293,208,0,4025,4566,208,293,281,1600,36,5011,4550,4550,164
4,44,17711,45296,5888,89,83,366,7113,7144,366,2560,2577,2560,6294,8856,370,345,0,6699,7459,345,370,232,1637,26,7054,7418,7418,123
4,45,18133,46300,5888,132,133,626,7245,7276,626,4216,4214,4216,11012,14895,537,484,0,11369,12335,484,432,694,1997,83,12083,12575,12575,363
4,46,18559,47303,5888,152,151,681,7397,7428,681,4919,4922,4919,12388,17447,597,487,0,13138,14353,487,680,312,1853,52,13508,14048,14048,110
4,47,18969,48304,5888,190,204,731,7587,7618,731,5261,5205,5261,13329,18743,571,617,0,13929,15158,617,564,188,1955,12,14567,15076,15076,50
4,48,19377,49310,5888,124,122,559,7711,7742,559,3914,3918,3914,10348,14241,488,290,0,10344,11173,290,491,34,1872,5,11176,11176,11176,53
4,49,19804,50311,5888,150,139,672,7861,7889,672,4581,4637,4582,11259,15585,546,501,0,11338,12430,501,546,515,2095,38,12351,12430,12430,55
4,50,20196,51314,5888,91,107,630,7952,7983,630,4607,4543,4607,12691,17287,602,495,0,12392,13500,495,563,331,1939,49,13832,13446,13446,1
4,51,20628,52314,5888,181,164,782,8133,8164,782,5136,5238,5136,13611,18931,512,568,0,13025,14191,568,551,521,1952,46,14741,14393,14393,203
4,52,21057,53333,5888,152,153,532,8285,8316,532,3979,3954,3979,10428,14491,464,341,0,10618,11472,341,464,152,2069,20,11278,11269,11269,0
4,53,21405,54340,5888,98,97,398,8383,8414,398,2970,2995,2970,7489,10357,394,330,0,7398,8170,330,394,255,2012,17,8151,8184,8184,14
4,54,21854,55344,5888,120,120,661,8503,8534,661,4507,4459,4507,11417,15975,572,482,0,11915,13016,482,572,442,1863,42,12520,13045,13045,166
4,55,22294,56351,5888,94,97,593,8597,8628,593,4176,4172,4177,10684,14864,513,403,0,10674,11638,403,513,214,1975,19,11634,11589,11589,117
4,56,22741,57353,5888,80,88,445,8677,8708,445,2975,2964,2974,8183,11029,387,341,0,7950,8726,341,387,416,2000,55,8961,8699,8699,97
4,57,23132,58356,5888,141,130,566,8818,8849,566,4096,4101,4096,10596,14840,492,399,0,11560,12473,399,467,452,2085,36,11532,12587,12587,213
4,58,23563,59367,5888,182,182,689,9000,9031,689,4853,4906,4853,13092,17825,392,388,0,12740,13595,388,417,307,1916,44,13910,13531,13531,149
4,59,23981,60375,5888,97,100,467,9097,9128,467,3469,3412,3469,8888,12468,485,431,0,9026,9977,431,472,152,2073,21,9832,9838,9838,111
4,60,24437,61377,5888,117,114,525,9214,9245,525,3462,3486,3462,8710,12150,386,372,0,8684,9492,372,390,251,2085,11,9513,9442,9442,62
4,61,24790,62379,5888,108,108,479,9322,9353,479,3548,3552,3548,9400,13289,440,431,0,9492,10400,431,429,155,1899,11,10320,10338,10338,0
4,62,25212,63385,5888,106,122,575,9428,9459,575,4011,3937,4011,10212,13785,439,540,0,9976,11013,540,450,178,2485,31,11236,11060,11060,49
4,63,25659,64390,5888,155,140,702,9583,9614,702,4638,4738,4638,12488,17212,512,556,0,11428,12545,556,512,437,2241,51,13554,12570,12570,87
4,64,26139,65398,5888,90,91,464,9673,9704,464,3207,3167,3207,8509,11589,379,460,0,8209,9095,460,379,213,2466,31,9393,9011,9011,3
4,65,26549,66410,5888,192,190,780,9865,9896,780,5397,5424,5397,14454,19959,483,512,0,13687,14731,512,483,74,2241,4,15499,14851,14851,123
4,66,26856,67411,5888,136,136,532,10001,10001,532,3677,3574,3677,9567,13652,497,415,0,9775,10737,415,497,0,2101,0,10523,10609,10609,0
4,67,26867,68412,5888,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2101,0,50,50,50,0
4,68,26881,69413,5888,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2101,0,50,50,50,0
4,69,26892,70414,5888,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,49,0,0,0,2101,0,50,50,50,1
4,70,26903,71414,5888,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2101,0,50,49,49,0
4,71,26916,72415,5888,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2101,0,50,50,50,0
4,72,26931,73416,5888,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2101,0,45,46,46,0
4,73,26946,74418,5888,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2101,0,45,46,46,0
4,74,26958,75419,5888,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2101,0,50,50,50,0
4,75,26969,76420,5888,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2101,0,50,50,50,0
4,76,26981,77420,5888,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2101,0,50,50,50,0
4,77,26995,78421,5888,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2101,0,50,50,50,0
4,78,27010,79422,5888,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2101,0,50,50,50,0
4,79,27022,80422,5888,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2101,0,50,50,50,0
4,80,27035,81423,5888,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2101,0,50,50,50,0
4,81,27045,82423,5888,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2101,0,50,50,50,0
4,82,27057,83424,5888,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2101,0,50,50,50,0
4,83,27070,84424,5888,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2101,0,50,50,50,0
4,84,27082,85425,5888,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2101,0,50,50,50,0
4,85,27090,86426,5888,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2101,0,50,50,50,0
4,86,27100,87426,5888,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2101,0,50,50,50,0
4,87,27111,88427,5888,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2101,0,50,50,50,0
4,88,27124,89430,5888,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2101,0,50,50,50,0
4,89,27139,90444,5888,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2101,0,50,50,50,0
4,90,27154,91445,5888,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2101,0,50,50,50,0
4,91,27166,92447,5888,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2101,0,50,50,50,0
4,92,27178,93448,5888,0,0,0,10001,10001,0,0,0,0,0,0,0,0,0,0,45,0,0,0,2101,0,45,45,45,0
2,0,326,1036,4992,132,132,385,133,164,385,3152,3236,3152,8214,10984,457,383,0,7717,8590,383,443,228,197,48,9104,8769,8769,179
2,1,713,2043,5120,205,206,557,338,369,557,4569,4565,4569,11796,16265,626,572,0,11959,13217,572,640,181,52,26,13039,13208,13208,170
2,2,1128,3047,5120,220,219,638,558,589,638,4752,4787,4752,12173,16910,581,689,0,12212,13530,689,581,531,248,83,13465,13499,13499,139
2,3,1504,4049,5248,164,164,486,722,753,486,3980,3959,3980,11169,15307,821,684,0,10737,12135,684,669,379,180,103,12715,12000,12000,4
2,4,1929,5052,5248,233,233,607,955,986,607,4847,4888,4847,13090,17918,713,671,0,12678,14153,671,758,175,256,24,14514,14189,14189,40
2,5,2288,6059,5248,186,186,507,1141,1172,507,4187,4174,4187,11111,15204,609,662,0,10960,12280,662,609,236,341,28,12427,12512,12512,272
2,6,2645,7060,5504,143,146,397,1284,1314,397,3198,3173,3199,9782,13163,652,359,0,8867,9669,359,409,545,82,70,10843,11275,11275,1878
2,7,2871,8124,5504,100,97,264,1384,1415,264,2201,2207,2200,5888,7828,469,559,0,6949,8136,559,567,554,511,79,6896,6833,6223,13
2,8,3256,9129,5504,197,197,534,1581,1612,534,4313,4313,4313,11337,15878,715,776,0,11528,13068,776,715,168,386,22,12844,13018,13018,0
2,9,3667,10133,5504,150,150,451,1731,1762,451,3541,3539,3541,9365,12904,575,567,0,9761,10948,567,575,124,267,5,10551,11112,11112,165
2,10,4042,11142,5504,195,198,519,1926,1954,519,4269,4237,4270,11231,15545,543,633,0,11222,12425,633,521,337,241,30,12457,12392,12392,132
2,11,4399,12160,5504,174,171,505,2100,2131,505,4012,4022,4011,10752,14608,653,548,0,10593,11773,548,584,556,401,91,11918,11826,11826,263
2,12,4780,13165,5504,209,209,598,2309,2340,598,4617,4646,4617,11776,16514,467,670,0,11911,13188,670,558,332,535,42,12930,12928,12928,9
2,13,5167,14168,5504,191,191,520,2500,2531,520,4327,4319,4327,11278,15589,533,640,0,11239,12460,640,533,386,575,54,12456,12460,12460,199
2,14,5517,15175,5504,203,204,493,2703,2730,493,4274,4255,4275,11550,15644,593,583,0,11525,12748,583,593,317,668,23,12770,12586,12586,37
2,15,5889,16185,5504,192,195,507,2895,2926,507,4203,4199,4203,11112,15429,539,562,0,10985,12134,561,539,400,848,59,12262,12131,12131,52
2,16,6253,17191,5504,217,213,612,3112,3143,612,4711,4724,4711,12400,17169,693,637,0,12419,13788,638,685,270,641,28,13749,13855,13855,137
2,17,6660,18202,5504,175,178,445,3287,3318,445,3774,3736,3774,9729,13422,559,423,0,9805,10843,423,567,359,564,23,10756,11044,11044,338
2,18,7067,19212,5504,126,123,360,3413,3444,360,2855,2905,2855,7561,10648,466,548,0,7931,8976,548,452,136,759,18,8610,8638,8638,0
2,19,7481,20231,5504,103,104,260,3515,3546,260,2192,2168,2193,5767,7793,364,308,0,5359,5966,308,260,344,1081,65,6484,6231,6231,337
2,20,7874,21236,5504,205,201,543,3721,3752,543,4327,4334,4326,10799,15117,606,673,0,11592,12972,673,659,438,1011,73,12110,12672,12672,51
2,21,8269,22243,5504,186,187,483,3907,3937,483,3913,3888,3914,10909,14660,641,636,0,11130,12371,636,555,562,1283,91,12236,12389,12389,103
2,22,8667,23251,5504,190,189,542,4097,4128,542,4205,4238,4204,11270,15731,578,649,0,11135,12482,649,653,183,1185,29,12542,12426,12426,65
2,23,9051,24259,5504,198,198,590,4295,4326,590,4639,4642,4639,12638,17176,570,635,0,11864,13130,635,581,311,1152,39,13893,13130,13130,65
2,24,9440,25265,5504,193,193,507,4488,4519,507,4235,4225,4235,11616,15973,678,620,0,10949,12260,620,644,308,1197,38,12959,12190,12190,0
2,25,9842,26270,5504,176,176,486,4664,4695,486,3908,3904,3908,9688,13473,558,586,0,10995,12142,586,513,600,1316,79,10880,12189,12189,60
2,26,10253,27283,5504,214,210,568,4878,4909,568,4615,4614,4615,11723,16379,618,504,0,12056,13306,504,697,286,1158,33,12895,13310,13310,64
2,27,10632,28295,5632,199,206,565,5077,5108,565,4519,4497,4519,12157,16834,618,672,0,11367,12703,672,618,393,1087,59,13485,12921,12921,282
2,28,11043,29301,5632,125,122,384,5202,5233,384,2912,2917,2912,8156,11157,368,423,0,8216,9033,423,346,384,1234,22,8934,8916,8916,165
2,29,11458,30311,5632,130,121,698,5332,5363,698,4521,4574,4521,11764,16181,461,453,0,11635,12621,453,483,460,1188,91,12723,12627,12627,194
2,30,11874,31314,5632,161,160,626,5493,5524,626,4291,4277,4291,11317,15671,606,467,0,10756,11876,467,606,222,1227,29,12438,11725,11725,43
2,31,12276,32315,5632,103,103,626,5596,5627,626,4227,4229,4227,11256,15452,494,552,0,10911,12006,552,494,376,1119,81,12347,12105,12105,153
2,32,12682,33318,5632,151,154,680,5747,5778,680,4710,4696,4710,12450,17044,655,547,0,12450,13701,547,655,139,1477,11,13702,13638,13638,90
2,33,13083,34324,5632,107,107,434,5854,5885,434,3139,3192,3139,8691,11967,329,330,0,8443,9147,330,329,158,1415,23,9384,9206,9206,149
2,34,13502,35326,5632,128,135,557,5982,6013,557,4106,4023,4106,10303,14417,567,450,0,10713,11679,450,467,448,1357,94,11343,11623,11623,98
2,35,13899,36331,5632,141,131,620,6123,6154,620,4278,4321,4279,10831,15184,560,572,0,10575,11851,572,654,165,1283,27,12013,11865,11865,135
2,36,14271,37385,5632,72,72,349,6195,6226,349,2638,2652,2637,7415,10211,342,282,0,6907,7545,281,314,242,1320,14,8086,7685,7685,277
2,37,14659,38387,5632,86,86,494,6281,6312,494,3514,3498,3514,8850,12134,425,454,0,9237,10184,455,441,144,1685,10,9778,10032,10032,125
2,38,15075,39388,5632,146,146,680,6427,6458,680,4671,4671,4671,12051,16600,454,486,0,12230,13220,486,454,525,1703,35,13034,13206,13206,111
2,39,15457,40394,5632,98,98,428,6525,6556,428,3440,3480,3440,9232,12789,443,430,0,9790,10685,430,417,438,1675,30,10136,10686,10686,112
