pid,round,cpu,wc,ram,m_cmpsd,seq_nr,log_r,beb_s,beb_r,pf_s,pf_r,sent,s_cyc,ack_s,ack_r,ack_cyc,recv,recvtot,aas,aar,lookup_size,acked_size,p_acks_size,fl_s,fl_r,fl_rq,msgs_in_q
4,0,1149,5293,4608,256,2048,13008,256,1626,1280,1626,3241,3585,69,14,0,1865,1908,14,29,422,25,8,3324,2383,2383,475
4,1,1662,6842,4992,512,4096,13920,512,1456,2560,1456,7397,10125,19,32,0,2648,2703,32,23,38,537,1,7439,2216,2216,1
4,2,2041,7952,5248,512,4096,11128,512,1324,2560,1324,6767,8079,24,18,0,3249,3279,18,12,406,986,4,6808,4266,3300,106
4,3,2423,9007,5248,512,4096,19888,512,2167,2560,2167,9231,12605,44,35,0,3691,3750,35,24,409,250,4,8618,7974,5027,2044
4,4,2923,10033,5376,1024,8192,26192,1024,3274,5120,3274,10662,15577,41,34,0,5570,5625,34,21,634,344,7,10733,6319,5625,2044
4,5,3241,11053,5376,512,4096,26192,512,3274,2560,3274,8010,11109,63,37,0,5145,5224,37,42,299,396,6,7804,8286,5224,2044
4,6,3662,12069,5376,768,6144,26192,768,3274,3840,3274,12265,16002,71,51,0,6540,6620,51,29,873,413,10,12387,9511,6620,2044
4,7,3981,13081,5376,768,6144,36446,768,4557,3840,4557,8580,11567,52,49,0,9612,9718,49,57,418,1583,4,8681,8305,7774,100
4,8,4395,14087,5504,1024,8192,34848,1024,4352,5120,4352,13283,18633,55,44,0,7955,8043,44,44,361,1588,11,13323,10199,7952,9
4,9,4810,15095,5504,768,6144,33472,768,4183,3840,4184,9315,13445,74,49,0,6602,6694,49,43,745,1537,11,9434,9165,7933,1253
4,10,5261,16123,5504,1050,8397,37240,1050,4656,5250,4655,16233,21911,81,52,0,9575,9672,52,45,1185,3077,6,15923,11069,8284,95
4,11,5660,17130,5504,1254,10032,41336,1213,5166,6065,5167,12135,17558,57,68,0,9097,9214,68,49,511,2717,5,12260,10683,9445,331
4,12,5944,18136,5504,0,0,7816,0,978,0,977,4069,4782,37,33,0,3432,3473,33,8,788,2946,4,4121,3705,3128,0
4,13,6425,19147,5632,1536,12288,36112,1536,4514,7680,4515,14459,21474,44,60,0,7941,8038,60,37,785,4464,7,14563,8129,8129,92
4,14,6799,20168,5632,768,6144,34648,768,4304,3840,4305,11471,15694,54,28,0,8637,8703,28,38,324,3802,6,11553,11314,9837,1232
4,15,7151,21178,5632,768,6144,26192,768,3274,3840,3274,8557,12141,60,30,0,5876,5936,30,30,160,3895,6,8577,7768,6510,2044
4,16,7539,22215,5632,768,6144,26176,768,3272,3840,3272,9619,13283,46,46,0,5989,6068,46,33,798,4013,5,9140,7564,6068,2044
4,17,7971,23382,5632,512,4096,25320,512,3165,2560,3165,11531,14671,59,30,0,5225,5289,30,34,426,4186,6,9045,6662,4934,1689
4,18,8377,24390,5632,1024,8192,38672,1024,4835,5120,4834,13761,18536,66,45,0,9653,9739,45,41,1174,4496,7,13855,9896,8036,0
4,19,8761,25396,5632,768,6144,33984,768,4248,3840,4248,11140,15370,45,55,0,9322,9410,55,33,268,5383,2,11240,10478,9424,14
4,20,9180,26404,5632,989,7912,25528,989,3190,4945,3191,14679,18965,46,48,0,5930,5994,48,16,1093,5331,6,14773,9389,8024,2044
4,21,9732,27960,5632,1059,8472,22952,1059,2870,5295,2869,13233,18334,69,77,0,6547,6663,77,39,256,6629,1,9659,4878,4858,239
4,22,10106,28983,5632,512,4096,32800,512,3993,2560,3992,11393,14589,57,49,0,7875,7968,49,44,339,7308,4,10399,9147,7478,5
4,23,10569,29994,5632,1536,12288,38738,1536,4842,7680,4843,16874,24074,63,47,0,8026,8116,47,43,766,6525,6,16984,10246,8494,385
4,24,10975,31009,5760,512,4096,34397,512,4202,2560,4201,13522,16494,50,33,0,8447,8510,33,30,1372,7348,9,13605,11191,7982,16
4,25,11291,32019,5760,1024,8192,37816,1024,4726,5120,4727,9354,13955,48,28,0,8569,8633,28,36,325,6777,5,9428,11337,9850,1233
4,26,11670,33036,5760,1024,8192,37328,1024,4667,5120,4666,14661,19961,54,46,0,9735,9818,46,37,199,8009,5,14633,10616,8599,70
4,27,12064,34043,5760,768,6144,34096,768,4261,3840,4262,11951,16190,51,40,0,7518,7591,40,33,804,7741,10,11893,9541,8753,1447
4,28,12449,35050,5888,841,6728,37536,841,4693,4205,4692,12844,17928,64,63,0,8852,8969,63,54,113,8691,3,12942,10269,7542,50
4,29,12894,36065,5888,951,7608,33888,951,4058,4755,4059,14752,18831,71,35,0,7498,7577,35,44,693,9402,8,14601,11104,8524,1269
4,30,13247,37084,5888,1024,8192,38656,1024,4833,5120,4832,9203,13794,60,49,0,9423,9533,49,61,361,9942,6,9265,9171,8251,14
4,31,13583,38085,5888,512,4096,32768,512,4095,2560,4096,11508,14247,62,33,0,7402,7479,33,44,392,9847,4,11603,11757,9270,1808
4,32,14010,39087,5888,1024,8192,37984,1024,4749,5120,4748,13071,18248,47,57,0,9719,9811,57,35,217,10938,3,13175,10577,8038,35
4,33,14423,40096,5888,1024,8192,33440,1024,4179,5120,4180,9771,14635,43,43,0,7654,7731,43,34,221,10809,4,9857,9775,9048,1376
4,34,14817,41113,5888,768,6144,36496,768,4563,3840,4562,12147,16031,50,48,0,9049,9128,48,31,687,12439,4,12234,10920,7719,0
4,35,15226,42121,5888,1024,8192,34928,1024,4355,5120,4356,10517,15606,61,44,0,7946,8027,44,37,829,11591,5,10622,11105,9741,1731
4,36,15638,43128,5888,1280,10240,47280,1280,5911,6400,5910,13087,19472,54,57,0,12518,12632,57,57,436,13106,6,13194,11096,10925,39
4,37,16038,44139,5888,1024,8192,45168,1024,5646,5120,5646,13757,18655,63,51,0,11417,11521,51,53,318,13609,3,13871,11584,11496,20
4,38,16435,45149,5888,768,6144,34200,768,4275,3840,4275,14115,17852,68,42,0,8903,8985,42,40,1078,14344,6,14215,11659,8965,0
4,39,16802,46185,6016,1024,8192,40008,1024,5000,5120,5001,12978,18347,60,38,0,8929,9007,38,40,829,14202,10,12977,11430,9620,835
4,40,17188,47225,6016,1024,8192,45736,1024,5718,5120,5717,12288,17815,67,53,0,10894,11016,53,69,359,14630,5,10845,9591,9518,123
4,41,17516,48226,6016,1024,8192,44024,1024,5503,5120,5503,12809,17640,60,68,0,9942,10062,68,52,123,15350,5,12937,11432,10007,68
4,42,17832,49227,6016,512,4096,37152,512,4620,2560,4619,12082,15020,58,41,0,8356,8437,41,40,1107,15917,8,12181,9397,8408,39
4,43,18183,50233,6144,1024,8192,45584,1024,5698,5120,5698,12857,18454,66,83,0,11081,11224,83,60,730,15786,11,12992,11235,11235,57
4,44,18605,51238,6144,1280,10240,46192,1280,5774,6400,5774,12544,18532,77,75,0,10713,10846,75,58,313,16309,8,12696,10788,10788,0
4,45,18968,52254,6144,1536,12288,43200,1536,5363,7680,5364,14600,21515,56,49,0,8825,8931,49,57,161,16107,5,14644,10940,10922,2044
4,46,19352,53261,6144,1024,8192,47616,1024,5952,5120,5952,12976,18958,70,74,0,10706,10832,74,52,593,16117,9,13121,11785,10219,1431
4,47,19760,54271,6144,1024,8192,47616,1024,5952,5120,5952,11243,16631,69,61,0,10044,10156,61,51,622,17331,5,11186,10995,10716,2044
4,48,20150,55320,6144,1280,10240,45736,1280,5718,6400,5717,11947,17530,67,59,0,11015,11131,59,57,352,18280,4,11831,10486,9192,105
4,49,20580,56326,6144,768,6144,35128,768,4391,3840,4391,12557,17022,68,37,0,9179,9243,37,27,1366,19386,8,12636,11066,9174,54
4,50,20987,57327,6144,1024,8192,38176,1024,4771,5120,4772,12670,17710,56,36,0,8159,8238,36,43,289,18875,6,12762,9898,8274,90
4,51,21375,58342,6144,768,6144,33600,768,4201,3840,4200,12231,16251,60,58,0,7334,7437,58,45,727,19993,4,12300,8067,7483,167
4,52,21730,59349,6144,1024,8192,37824,1024,4727,5120,4728,12835,17978,45,41,0,8312,8388,41,35,289,19241,3,12921,11658,9855,1634
4,53,22086,60357,6144,1280,10240,47488,1280,5937,6400,5936,14516,19935,39,51,0,12789,12877,51,37,731,20087,7,14606,12706,11512,283
4,54,22492,61369,6272,1024,8192,40248,1024,5016,5120,5015,12836,18063,66,54,0,9884,9985,54,47,936,19920,7,12803,10838,9982,338
4,55,22929,62376,6400,1536,12288,38912,1536,4864,7680,4864,17837,25840,55,59,0,10279,10381,59,43,208,20097,2,17951,12200,10099,72
4,56,23278,63389,6400,768,6144,44496,768,5416,3840,5416,11565,15972,69,54,0,10103,10210,54,53,1089,20533,8,11451,10254,10254,217
4,57,23627,64403,6400,1024,8192,43128,1024,5390,5120,5391,13337,17928,46,30,0,11547,11622,30,45,749,20412,5,13413,13669,12278,873
4,58,23985,65443,6400,768,6144,42824,768,5354,3840,5353,11556,15302,61,30,0,9786,9863,30,47,253,21171,6,10925,10802,8632,46
4,59,24372,66451,6400,1280,10240,40656,1280,5082,6400,5082,12934,19433,60,63,0,9679,9800,63,58,739,21048,5,13057,10500,10451,701
4,60,24744,67459,6400,1024,8192,35560,1024,4444,5120,4445,11005,15840,63,41,0,9077,9155,41,37,632,21098,7,11109,10714,10498,2044
4,61,25149,68477,6400,1280,10240,47616,1280,5952,6400,5952,10096,16273,59,62,0,10775,10905,62,68,574,21645,6,10213,10167,9775,914
4,62,25520,69517,6400,512,4096,23808,512,2976,2560,2976,9426,12532,57,33,0,5838,5898,33,27,843,22061,7,9343,6838,6262,1538
4,63,26007,70543,6400,768,6144,13544,768,1694,3840,1693,7920,11573,55,70,0,4284,4393,70,39,463,23861,5,7942,4205,2819,25
4,64,26426,71551,6400,1024,8192,34072,1024,4258,5120,4259,13048,17959,47,45,0,7239,7320,45,36,747,23391,5,13140,10434,9323,2028
4,65,26828,72559,6528,512,4096,31080,512,3886,2560,3885,10131,13334,42,44,0,8601,8671,44,26,909,24390,5,10131,10293,6646,19
4,66,27288,73566,6528,1536,12288,40344,1536,5042,7680,5043,17611,24632,65,53,0,8081,8182,53,48,647,24841,6,17724,10540,9190,1030
4,67,27655,74594,6528,768,6144,37272,768,4660,3840,4659,14171,18843,58,64,0,9490,9588,64,34,373,26940,6,14293,10323,8408,11
4,68,27900,75598,6528,292,2336,34152,292,4268,1460,4269,5313,7714,49,28,0,9587,9647,28,32,913,26591,7,5390,12078,10953,1389
4,69,28015,76611,6528,0,0,43152,0,5395,0,5394,0,0,50,0,0,11066,11112,0,46,689,26591,5,50,10152,9913,206
4,70,28140,77612,6528,0,0,28272,0,3533,0,3534,0,0,30,0,0,8119,8145,0,26,313,26591,2,30,9856,8602,663
4,71,28272,78613,6528,0,0,18664,0,2334,0,2333,0,0,11,0,0,6106,6119,0,13,256,26591,1,11,5474,5474,18
4,72,28292,79613,6528,0,0,2336,0,292,0,292,0,0,3,0,0,779,782,0,3,0,26591,0,3,760,760,0
4,73,28298,80614,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26591,0,0,0,0,0
4,74,28306,81615,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26591,0,0,0,0,0
4,75,28311,82616,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26591,0,0,0,0,0
4,76,28317,83616,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26591,0,0,0,0,0
4,77,28325,84617,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26591,0,0,0,0,0
4,78,28332,85619,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26591,0,0,0,0,0
4,79,28338,86620,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26591,0,0,0,0,0
4,80,28346,87621,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26591,0,0,0,0,0
4,81,28355,88622,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26591,0,0,0,0,0
4,82,28361,89623,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26591,0,0,0,0,0
4,83,28367,90624,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26591,0,0,0,0,0
4,84,28373,91624,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26591,0,0,0,0,0
4,85,28379,92625,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26591,0,0,0,0,0
4,86,28388,93626,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26591,0,0,0,0,0
4,87,28398,94627,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26591,0,0,0,0,0
4,88,28404,95627,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26591,0,0,0,0,0
4,89,28426,96628,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26591,0,0,0,0,0
2,0,206,3258,4352,256,2048,4096,256,512,1280,512,5283,5795,4,4,0,740,748,4,4,0,0,0,5291,748,748,0
2,1,1089,6121,4480,100,792,1408,100,176,498,176,1409,1453,2,2,0,228,231,2,1,51,79,1,941,235,235,4
2,2,1308,7367,4608,412,3304,7472,256,654,1280,654,3227,4464,15,28,0,1560,1601,28,13,21,230,1,2796,1238,1238,2
2,3,1535,9110,4864,0,0,11600,0,1189,0,1189,6073,7352,20,24,0,2519,2558,24,15,0,582,0,2103,2107,2107,39
2,4,1746,10112,4992,0,0,10240,0,1280,0,1280,552,552,23,7,0,3103,3116,7,6,768,799,3,582,4292,3088,11
2,5,2136,11120,5248,768,6144,23128,768,2890,3840,2891,8247,11441,42,27,0,4084,4144,27,33,569,798,4,8303,7752,6160,2044
2,6,2704,12163,5248,1024,8192,23528,1024,2942,5120,2941,8640,13572,35,34,0,5262,5321,34,25,170,1058,4,8299,5767,3676,399
2,7,3072,13176,5248,520,4152,28856,520,3274,2597,3274,9261,12839,60,47,0,5811,5897,47,39,538,928,9,8674,8245,5325,50
2,8,3411,14194,5248,760,6088,26192,512,3274,2560,3274,10746,13753,80,31,0,6039,6113,31,43,837,691,8,10826,9233,6951,910
2,9,3869,15236,5248,768,6144,26192,768,3274,3840,3274,12628,16420,65,31,0,6157,6221,31,33,887,1053,10,12228,9313,6539,2044
2,10,4220,16258,5248,768,6144,35072,768,4385,3840,4384,8451,11715,72,47,0,9809,9895,47,39,863,2114,7,8528,10066,7883,32
2,11,4581,17265,5376,768,6144,38616,768,4827,3840,4827,8907,14079,60,48,0,7384,7484,48,52,334,2016,5,9015,8823,7604,152
2,12,4992,18273,5376,768,6144,31080,768,3859,3840,3860,12121,15890,46,52,0,7564,7646,52,30,281,1853,3,12219,10201,9030,1546
2,13,5438,19292,5376,1280,10240,41256,1280,5158,6400,5157,13195,18693,55,53,0,10358,10447,53,36,838,2788,5,13297,9378,8701,44
2,14,5720,20295,5376,256,2048,11128,256,1390,1280,1391,6650,8038,55,9,0,1847,1866,9,10,774,2571,7,6705,5939,3856,2044
2,15,6223,21445,5504,1280,10240,39176,1280,4898,6400,4897,13544,19532,60,46,0,9107,9188,46,35,520,2963,6,13095,8600,7168,24
2,16,6648,22452,5504,1280,10240,39400,1280,4924,6400,4925,15353,21961,52,46,0,9026,9111,46,39,349,3111,5,15425,11712,9614,533
2,17,7112,23479,5504,768,6144,26192,768,3274,3840,3274,11415,15606,61,38,0,5568,5635,38,29,169,2880,7,11008,8230,6964,2044
2,18,7482,24499,5504,674,5392,26128,674,3266,3370,3266,9288,12953,54,41,0,5882,5950,41,27,533,2880,5,9363,7366,5128,1222
2,19,7968,25762,5504,606,4848,25344,606,3168,3030,3168,11952,14554,71,43,0,5621,5691,43,27,990,3623,9,9248,7011,5284,1637
2,20,8329,26778,5504,768,6144,39384,768,4924,3840,4923,13176,17071,55,54,0,9378,9479,54,47,1096,4164,4,13263,9486,7906,64
2,21,8740,27780,5504,1280,10240,33056,1280,4132,6400,4132,12448,18336,40,56,0,8039,8130,56,35,210,4935,2,12544,8412,8100,34
2,22,9116,28784,5504,512,4096,25768,512,3220,2560,3221,11448,14745,51,21,0,5854,5896,21,21,740,4227,7,11520,10086,7904,2044
2,23,9378,30356,5504,0,0,23808,0,2976,0,2976,3307,3719,78,24,0,6165,6218,24,29,363,5766,2,928,4801,4604,430
2,24,9723,31367,5504,768,6144,32040,768,4006,3840,4005,9619,13255,56,37,0,8098,8177,37,42,439,5694,4,9710,9477,7767,52
2,25,10121,32387,5504,1024,8192,39424,1024,4927,5120,4928,12136,16376,61,45,0,8899,8980,45,36,910,5899,6,12242,11793,9365,439
2,26,10525,33394,5504,1024,8192,34720,1024,4341,5120,4340,15166,20689,62,47,0,10023,10109,47,39,256,6200,1,15110,11067,9641,5
2,27,10932,34399,5504,1280,10240,36704,1280,4587,6400,4588,16075,22583,46,29,0,8499,8553,29,25,408,5977,5,16150,11731,9744,1196
2,28,11295,35415,5504,512,4096,36384,512,4549,2560,4548,10738,14379,50,33,0,9970,10035,33,32,515,6787,5,10771,11126,8783,0
2,29,11694,36437,5504,1024,8192,35040,768,4077,3840,4078,12909,17502,58,34,0,7413,7490,34,43,955,6394,10,13001,9720,9216,1726
2,30,12041,37449,5504,768,6144,39144,768,4894,3840,4893,9797,13173,72,46,0,9192,9285,46,47,245,7130,3,9733,10565,7566,157
2,31,12372,38457,5504,768,6144,32280,768,4034,3840,4035,10820,15003,68,41,0,7352,7422,41,29,803,6630,9,10928,10698,8510,1259
2,32,12758,39473,5504,1024,8192,38728,1024,4842,5120,4841,8897,13448,64,50,0,9902,10010,50,58,410,7421,5,8963,9646,8741,50
2,33,13144,40474,5632,768,6144,32696,768,4086,3840,4087,12835,17043,58,24,0,6882,6937,24,31,993,7338,7,12885,11181,8687,1812
2,34,13544,41489,5632,768,6144,39264,768,4909,3840,4908,10605,14714,47,38,0,9182,9256,38,36,161,8751,2,10683,10243,7444,0
2,35,13932,42495,5632,1024,8192,32160,1024,4019,5120,4020,10399,15444,50,37,0,6801,6870,37,32,670,8036,5,10486,9793,8249,1381
2,36,14323,43505,5760,768,6144,36656,768,4583,3840,4582,12270,15805,52,62,0,9233,9333,62,38,390,10007,4,12326,10493,8013,67
2,37,14722,44509,5760,1024,8192,34768,1024,4345,5120,4346,11914,17545,59,36,0,8258,8333,36,39,795,8802,5,12009,10831,9689,1565
2,38,15050,45519,5760,1098,8776,47616,1098,5952,5486,5952,12230,17404,60,75,0,11898,12035,75,62,284,9410,3,12365,10589,10557,87
2,39,15432,46529,5760,1206,9656,45072,1206,5635,6034,5634,13392,19538,62,79,0,10429,10562,79,54,741,9819,5,13533,10508,10508,34
2,40,15830,47538,5760,836,6688,33488,836,4186,4180,4186,14804,19129,75,61,0,8489,8598,61,48,892,9985,7,14940,11625,8984,420
2,41,16211,48565,5760,1212,9696,40480,1024,4815,5120,4816,12894,18053,62,48,0,8808,8900,48,44,704,10470,8,13001,10301,9374,1009
2,42,16628,49606,5760,1024,8192,45744,1024,5719,5120,5718,13394,18840,67,73,0,10308,10430,73,49,230,11152,4,12108,10137,8763,108
2,43,17000,50616,5760,1024,8192,44640,1024,5476,5120,5476,13490,18356,80,62,0,9924,10056,62,70,353,11847,5,13628,11403,9979,31
2,44,17359,51626,5760,1024,8192,36792,1024,4599,5120,4599,12589,17413,67,48,0,9418,9519,48,53,440,13189,6,12004,9554,9279,15
2,45,17758,52635,5760,1024,8192,45032,1024,5629,5120,5629,16412,22373,63,59,0,11566,11687,59,62,694,12669,8,16534,11969,11672,0
2,46,18113,53649,5760,1280,10240,42064,1280,5257,6400,5258,10214,16095,75,62,0,9077,9183,62,44,928,11841,10,10351,10318,9850,709
2,47,18475,54655,5760,1024,8192,47616,1024,5952,5120,5952,11326,16690,52,60,0,10145,10262,60,57,170,12445,5,11424,11637,11589,2044
2,48,18871,55669,5760,1024,8192,47616,1024,5952,5120,5952,13684,18658,61,50,0,11809,11901,50,42,942,12519,7,13795,12652,11377,1520
2,49,19277,56673,5888,1280,10240,47616,1280,5952,6400,5952,13091,19403,60,53,0,10849,10954,53,52,949,13444,8,13204,11365,11146,1713
2,50,19748,57699,6016,1280,10240,46568,1280,5822,6400,5821,15517,21575,69,62,0,11046,11170,62,62,456,15196,4,15612,11244,9153,0
2,51,20125,58706,6016,768,6144,34392,768,4299,3840,4299,11571,15684,56,68,0,8999,9113,68,46,462,16219,5,11695,10805,9288,175
2,52,20500,59708,6016,1024,8192,38080,1024,4759,5120,4760,13684,18739,58,45,0,9226,9306,45,35,755,16619,8,13777,10411,9248,117
2,53,20862,60722,6016,512,4096,32264,512,4034,2560,4033,11583,15147,52,36,0,8514,8584,36,34,82,17385,2,11580,11027,8598,217
2,54,21225,61729,6016,1024,8192,39160,1024,4894,5120,4895,11911,16470,54,27,0,8856,8911,27,28,279,16930,3,11992,12722,10309,1616
2,55,21610,62738,6016,1280,10240,47616,1280,5952,6400,5952,15074,21243,53,44,0,12609,12693,44,40,133,17630,5,15160,14500,11322,265
2,56,21968,63748,6016,768,6144,40848,768,5107,3840,5106,13926,17909,61,59,0,9349,9461,59,53,605,18455,6,14046,10563,9553,357
2,57,22319,64756,6016,963,7704,38192,963,4774,4815,4774,14812,19854,62,55,0,11897,11981,55,29,1357,18214,5,14929,14050,11803,179
2,58,22713,65769,6016,1085,8680,44616,1085,5556,5425,5556,14315,19384,62,79,0,9792,9928,79,57,934,19197,6,14275,10288,9700,45
2,59,23130,66775,6016,1280,10240,43000,1280,5374,6400,5375,16902,23436,60,63,0,11438,11554,63,53,86,19605,5,17025,13737,12312,804
2,60,23558,67804,6144,1136,9080,43096,1136,5388,5680,5387,11884,17791,57,55,0,9567,9665,55,43,787,19678,7,11991,10452,8604,122
2,61,23962,68811,6144,912,7304,37904,912,4738,4560,4738,9825,14618,61,62,0,9077,9189,62,50,609,19645,4,9948,9090,9090,23
2,62,24377,69820,6144,1024,8192,38040,1024,4754,5120,4755,14320,19510,50,38,0,9536,9599,38,25,515,19625,6,14408,12809,11242,1888
2,63,24809,70828,6144,1280,10240,47616,1280,5952,6400,5952,13072,18814,51,62,0,10683,10799,62,54,345,20498,5,13159,9628,9549,653
2,64,25191,71836,6144,512,4096,23808,512,2976,2560,2976,7908,10965,47,38,0,5581,5642,38,23,822,20738,8,7976,5963,5687,712
2,65,25459,72870,6272,47,376,11576,47,1448,235,1447,3445,4033,64,24,0,3533,3591,24,34,314,21551,4,3473,4724,2902,192
2,66,25851,73883,6272,977,7816,36040,977,4504,4885,4505,11373,15629,52,35,0,7383,7451,35,33,751,21394,5,11460,9830,8305,1055
2,67,26297,74911,6272,1024,8192,30624,1024,3829,5120,3828,15076,20138,53,38,0,8382,8448,38,28,1103,22443,9,14656,10367,7118,8
2,68,26599,75916,6272,1024,8192,40800,1024,5099,5120,5100,10326,15321,58,47,0,8292,8385,47,46,633,22211,5,10428,10273,8807,439
2,69,26956,76923,6272,512,4096,35232,512,4405,2560,4404,12430,15356,61,29,0,8745,8797,29,23,1326,23238,6,12509,11382,8424,86
2,70,27457,77942,6272,1280,10240,36192,1179,4454,5895,4455,15921,22411,48,35,0,8990,9056,35,31,716,22274,8,15930,11779,9528,572
2,71,27922,78958,6272,1280,10240,39472,1280,4935,6400,4934,12576,18006,60,58,0,10125,10242,58,59,399,23930,7,12389,9877,9856,379
2,72,28197,79961,6272,292,2336,31952,292,3993,1460,3994,7875,11370,39,24,0,9238,9294,24,32,314,23428,2,7938,10487,9498,586
2,73,28313,80969,6272,0,0,18672,0,2335,0,2334,0,0,11,0,0,5932,5945,0,13,256,23428,1,11,5392,5392,52
2,74,28338,81969,6272,0,0,2336,0,292,0,292,0,0,3,0,0,955,958,0,3,0,23428,0,3,903,903,0
2,75,28344,82970,6272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23428,0,0,0,0,0
2,76,28352,83971,6272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23428,0,0,0,0,0
2,77,28361,84971,6272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23428,0,0,0,0,0
2,78,28367,85972,6272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23428,0,0,0,0,0
2,79,28373,86973,6272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23428,0,0,0,0,0
2,80,28381,87975,6272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23428,0,0,0,0,0
2,81,28388,88975,6272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23428,0,0,0,0,0
2,82,28395,89976,6272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23428,0,0,0,0,0
2,83,28401,90977,6272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23428,0,0,0,0,0
2,84,28408,91978,6272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23428,0,0,0,0,0
2,85,28417,92979,6272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23428,0,0,0,0,0
2,86,28422,93979,6272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23428,0,0,0,0,0
2,87,28429,94980,6272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23428,0,0,0,0,0
2,88,28437,95981,6272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23428,0,0,0,0,0
2,89,28445,96982,6272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23428,0,0,0,0,0
2,90,28453,97983,6272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23428,0,0,0,0,0
2,91,28490,98984,6272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23428,0,0,0,0,0
5,0,525,1913,4864,768,6144,29720,768,3714,3840,3715,9949,12903,80,41,0,5780,5866,41,45,829,1310,7,10069,6063,6063,197
5,1,986,2931,5248,768,6144,28032,768,3504,3840,3504,7831,11756,59,34,0,4575,4653,34,44,778,1537,6,7924,7865,6481,2044
5,2,1233,3970,5248,512,4096,22632,512,2830,2560,2829,4362,6430,44,22,0,5674,5719,22,23,524,1550,5,4150,6094,3903,228
5,3,1587,4997,5248,512,4096,29360,512,3269,2560,3269,8635,11478,53,48,0,5971,6056,48,37,647,1991,10,8735,8092,5860,36
5,4,2044,6005,5376,768,6144,26672,768,3309,3840,3310,12860,16746,86,60,0,6500,6593,60,33,791,2117,7,12988,9237,6993,470
5,5,2453,7047,5376,768,6144,26288,512,3286,2560,3286,11084,14577,73,49,0,5860,5939,49,30,830,2413,9,10697,9792,6703,2044
5,6,2870,8070,5376,1024,8192,35176,1024,4398,5120,4397,13304,18280,51,66,0,9188,9294,66,40,776,3127,3,13323,8949,7353,103
5,7,3282,9078,5504,1280,10240,39240,1280,4900,6400,4900,13101,19196,63,53,0,7080,7186,53,53,401,3617,6,13216,8548,7100,59
5,8,3621,10084,5504,512,4096,30352,512,3793,2560,3794,11630,14550,65,35,0,6776,6847,35,36,339,3262,4,11730,10063,8171,1385
5,9,4000,11101,5504,1024,8192,41616,1024,5203,5120,5202,11741,16346,69,56,0,11032,11140,56,52,753,4878,5,11310,11332,9655,151
5,10,4416,12106,5504,256,2048,10768,256,1345,1280,1346,7515,9430,40,9,0,1930,1949,9,10,437,4335,5,7563,5173,3842,2044
5,11,4793,13255,5504,1024,8192,39672,1024,4960,5120,4959,9241,13907,53,50,0,9833,9930,50,47,635,4616,5,9334,8166,7968,82
5,12,5136,14272,5504,1024,8192,38904,1024,4862,5120,4863,13106,18130,61,33,0,8738,8809,33,38,334,4616,6,13200,11153,9279,552
5,13,5555,15290,5504,512,4096,26192,512,3274,2560,3274,9498,13100,53,36,0,5757,5824,36,31,177,4636,6,9491,7636,6885,1707
