pid,round,cpu,wc,m_cmpsd,seq_nr,log,pf_s,pf_r,sent,s_cyc,ack_s,ack_r,ack_cyc,recv,recvtot,aas,aar,fl_s,fl_r
14,49,9115,99892,0,0,0,0,0,0,370629,0,0,7,0,0,0,0,0,0
14,50,9340,102800,0,0,0,0,0,0,1056658,0,0,22,0,0,0,0,0,0
14,51,9567,105673,0,0,0,0,0,512,1011156,0,0,22,0,0,0,0,0,0
14,52,9773,108504,0,0,0,0,0,0,1001595,0,0,19,0,0,0,0,0,0
14,53,9991,111507,0,0,0,0,0,0,1000489,0,0,22,0,0,0,0,0,0
14,54,10253,115072,0,0,0,0,0,0,1307659,0,0,24,0,0,0,0,0,0
14,55,10488,118431,0,0,0,0,0,0,999131,0,0,26,0,0,0,0,0,0
14,56,10917,124593,0,0,0,0,0,0,2135207,0,0,44,0,0,0,0,0,0
6,0,372,1193,512,4096,4096,512,0,3584,2039145,0,0,10,0,0,0,0,3584,0
6,1,607,2290,512,4096,3130,512,0,3728,1422573,0,210,9,0,210,210,0,3938,210
6,2,889,3606,0,0,966,0,0,1099,1440742,0,494,11,0,494,494,0,941,429
6,3,1151,4755,0,0,0,0,0,584,1243272,0,486,10,0,486,486,0,1069,485
6,4,1391,6001,0,0,0,0,0,2,1092602,0,433,10,0,433,433,0,327,325
6,5,1551,7080,0,0,0,0,0,315,730016,0,164,8,0,164,164,0,479,164
6,6,1745,8195,0,0,0,0,0,0,1000448,0,0,10,0,0,0,0,0,0
6,7,1934,9591,0,0,0,0,0,267,845647,0,1,10,0,1,1,0,268,1
6,8,2056,10788,512,4096,1386,512,0,3387,814814,0,210,11,0,210,210,0,3471,84
6,9,2224,12183,0,0,2710,0,0,1024,944789,0,154,11,0,154,154,0,637,125
6,10,2360,13216,0,0,0,0,0,512,635720,0,84,8,0,84,84,0,596,84
6,11,2567,14733,0,0,0,0,0,512,1047816,0,0,13,0,0,0,0,512,0
6,12,2762,16231,0,0,0,0,0,0,947074,0,0,12,0,0,0,0,0,0
6,13,2948,17732,0,0,0,0,0,147,825730,0,0,11,0,0,0,0,147,0
6,14,3084,18864,0,0,0,0,0,315,576650,0,0,9,0,0,0,0,315,0
6,15,3302,20589,0,0,0,0,0,512,1034850,0,0,13,0,0,0,0,0,0
6,16,3527,22392,0,0,0,0,0,0,1048271,0,0,15,0,0,0,0,0,0
6,17,3716,24134,0,0,0,0,0,0,890121,0,0,14,0,0,0,0,0,0
6,18,3874,25575,0,0,0,0,0,0,778235,0,0,12,0,0,0,0,0,0
6,19,4065,27313,0,0,0,0,0,512,762756,0,0,13,0,0,0,0,512,0
6,20,4243,29191,0,0,0,0,0,0,934952,0,0,15,0,0,0,0,0,0
6,21,4478,31388,0,0,0,0,0,0,1035349,0,0,16,0,0,0,0,0,0
6,22,4584,32436,0,0,0,0,0,0,586316,0,0,8,0,0,0,0,0,0
6,23,4729,33924,0,0,0,0,0,147,660085,0,0,11,0,0,0,0,147,0
6,24,4934,35789,0,0,0,0,0,315,1040022,0,1,14,0,1,1,0,316,1
6,25,5109,37516,0,0,0,0,0,0,774809,0,45,14,0,45,45,0,24,24
6,26,5297,39291,0,0,0,0,0,0,916669,0,44,14,0,44,44,0,24,24
6,27,5509,41427,0,0,0,0,0,0,989754,0,12,16,0,12,12,0,6,6
6,28,5718,43527,0,0,0,0,0,512,1008620,0,18,16,0,18,18,0,520,8
6,29,5913,45538,0,0,0,0,0,0,992932,0,15,18,0,15,15,0,8,8
6,30,6123,47861,0,0,0,0,0,0,998575,0,19,18,0,19,19,0,7,7
6,31,6319,49949,0,0,0,0,0,0,973381,0,16,17,0,16,16,0,11,11
6,32,6536,52265,0,0,0,0,0,0,1047166,0,12,18,0,12,12,0,3,3
6,33,6730,54487,0,0,0,0,0,0,923823,0,19,16,0,19,19,0,19,19
6,34,6934,56766,0,0,0,0,0,0,977570,0,7,16,0,7,7,0,0,0
6,35,7133,59036,0,0,0,0,0,0,946494,0,23,15,0,23,23,0,5,5
6,36,7348,61511,0,0,0,0,0,0,1081463,0,0,19,0,0,0,0,0,0
6,37,7439,62580,0,0,0,0,0,0,403667,0,0,7,0,0,0,0,0,0
6,38,7538,63659,0,0,0,0,0,0,507791,0,0,7,0,0,0,0,0,0
6,39,7766,66332,0,0,0,0,0,0,1133547,0,0,18,0,0,0,0,0,0
6,40,7992,69066,0,0,0,0,0,434,1102124,0,0,21,0,0,0,0,287,0
6,41,8208,71660,0,0,0,0,0,0,1079523,0,0,20,0,0,0,0,0,0
6,42,8308,72727,0,0,0,0,0,0,495919,0,0,8,0,0,0,0,0,0
6,43,8553,75670,0,0,0,0,0,0,1169251,0,0,21,0,0,0,0,0,0
6,44,8633,76717,0,0,0,0,0,512,391980,0,1,8,0,1,1,0,513,1
6,45,8873,79529,0,0,0,0,0,0,1167402,0,587,21,0,587,587,0,352,352
6,46,8977,80666,0,0,0,0,0,0,438462,0,104,9,0,104,104,0,104,104
6,47,9132,82580,0,0,0,0,0,0,786065,0,378,13,0,378,378,0,216,216
6,48,9370,85392,0,0,0,0,0,0,1090313,0,0,20,0,0,0,0,0,0
6,49,9598,88404,0,0,0,0,0,0,954048,0,121,20,0,121,121,0,9,9
6,50,9839,91814,0,0,0,0,0,0,794098,0,16,21,0,16,16,0,7,7
6,51,10061,94357,0,0,0,0,0,0,901905,0,17,17,0,17,17,0,7,7
6,52,10149,95436,0,0,0,0,0,0,447963,0,8,7,0,8,8,0,8,8
6,53,10237,96471,0,0,0,0,0,0,470417,0,2,7,0,2,2,0,2,2
6,54,10419,99006,0,0,0,0,0,0,731744,0,26,18,0,26,26,0,10,10
6,55,10677,102264,0,0,0,0,0,0,1326208,0,21,22,0,21,21,0,5,5
6,56,10901,105266,0,0,0,0,0,0,1075328,0,16,22,0,16,16,0,4,4
6,57,11146,108649,0,0,0,0,0,0,1180247,0,0,25,0,0,0,0,0,0
6,58,11348,111264,0,0,0,0,0,0,1017029,0,0,20,0,0,0,0,0,0
6,59,11428,112304,0,0,0,0,0,0,393606,0,0,9,0,0,0,0,0,0
6,60,11638,115195,0,0,0,0,0,0,947621,0,0,20,0,0,0,0,0,0
6,61,11718,116239,0,0,0,0,0,0,374338,0,0,9,0,0,0,0,0,0
6,62,11986,119770,0,0,0,0,0,0,1313975,0,0,26,0,0,0,0,0,0
6,63,12196,122833,0,0,0,0,0,0,875268,0,0,22,0,0,0,0,0,0
6,64,12441,126250,0,0,0,0,0,0,1067589,0,0,26,0,0,0,0,0,0
6,65,12520,127340,0,0,0,0,0,0,373126,0,0,8,0,0,0,0,0,0
18,0,96,1918,513,4097,3698,513,0,3584,997286,0,4,14,0,4,4,0,3588,4
18,1,197,3624,0,0,0,0,0,516,592787,0,2,9,0,2,2,0,518,2
18,2,337,5398,511,4095,3528,0,0,4090,1052719,0,20,14,0,20,20,0,2052,7
18,3,501,7161,0,0,966,0,0,1532,981046,0,56,14,0,56,56,0,563,52
18,4,650,8599,0,0,0,0,0,1,688476,0,0,10,0,0,0,0,0,0
18,5,852,10388,0,0,0,0,0,830,971017,0,9,15,0,9,9,0,323,4
18,6,1078,12376,0,0,0,0,0,1,1112972,0,18,15,0,18,18,0,10,9
18,7,1189,13414,0,0,0,0,0,511,508836,0,2,8,0,2,2,0,513,2
18,8,1400,15500,0,0,0,0,0,0,1031196,0,67,16,0,67,67,0,60,60
18,9,1536,16888,0,0,0,0,0,0,642243,0,9,11,0,9,9,0,8,8
18,10,1720,18664,0,0,0,0,0,319,926314,0,10,13,0,10,10,0,324,5
18,11,1822,19733,0,0,0,0,0,0,478820,0,0,9,0,0,0,0,0,0
18,12,2012,21619,0,0,0,0,0,300,960964,0,0,14,0,0,0,0,299,0
18,13,2156,23513,512,4096,210,512,0,2560,755124,0,236,16,0,236,236,0,2743,183
18,14,2271,25800,0,0,1176,0,0,1536,1028644,0,326,18,0,326,326,0,248,248
18,15,2323,26844,0,0,1092,0,0,512,465765,0,103,9,0,103,103,0,512,0
18,16,2470,29245,0,0,1618,0,0,512,1112068,0,1,21,0,1,1,0,1,1
18,17,2572,30333,0,0,0,0,0,0,503902,0,9,8,0,9,9,0,9,9
18,18,2781,32492,0,0,0,0,0,511,967564,0,16,17,0,16,16,0,519,8
18,19,2987,34818,0,0,0,0,0,0,1075741,0,16,18,0,16,16,0,6,6
18,20,3087,35840,0,0,0,0,0,97,518496,0,245,8,0,245,245,0,342,245
18,21,3186,36931,0,0,0,0,0,1,468510,0,180,8,0,180,180,0,181,180
18,22,3382,39222,0,0,0,0,0,299,960875,0,0,17,0,0,0,0,0,0
18,23,3579,41431,0,0,0,0,0,332,946609,0,229,15,0,229,229,0,339,7
18,24,3746,43248,0,0,0,0,0,0,833706,0,3,14,0,3,3,0,0,0
18,25,3948,45555,0,0,0,0,0,0,979585,0,0,16,0,0,0,0,0,0
18,26,4164,48119,0,0,0,0,0,0,1040713,0,0,20,0,0,0,0,0,0
18,27,4385,50634,0,0,0,0,0,0,1092175,0,0,19,0,0,0,0,0,0
18,28,4598,53149,0,0,0,0,0,0,1098664,0,0,20,0,0,0,0,0,0
18,29,4687,54216,0,0,0,0,0,0,405270,0,0,8,0,0,0,0,0,0
18,30,4926,56968,0,0,0,0,0,332,1206821,0,0,19,0,0,0,0,332,0
18,31,5154,59771,0,0,0,0,0,0,1161553,0,0,20,0,0,0,0,0,0
18,32,5245,60819,0,0,0,0,0,0,383695,0,0,8,0,0,0,0,0,0
18,33,5332,61855,0,0,0,0,0,0,487133,0,0,7,0,0,0,0,0,0
18,34,5544,64558,0,0,0,0,0,0,995424,0,0,20,0,0,0,0,0,0
18,35,5739,67061,0,0,0,0,0,0,983901,0,0,18,0,0,0,0,0,0
18,36,5826,68128,0,0,0,0,0,0,431975,0,0,7,0,0,0,0,0,0
18,37,6069,71190,0,0,0,0,0,300,976771,0,0,20,0,0,0,0,299,0
18,38,6338,74610,0,0,0,0,0,0,777225,0,0,22,0,0,0,0,0,0
18,39,6428,75677,0,0,0,0,0,0,344712,0,0,8,0,0,0,0,0,0
18,40,6621,78041,0,0,0,0,0,0,860484,0,0,17,0,0,0,0,0,0
18,41,6711,79167,0,0,0,0,0,0,356173,0,0,8,0,0,0,0,0,0
18,42,6936,81919,0,0,0,0,0,0,1011985,0,0,21,0,0,0,0,0,0
18,43,7193,85100,0,0,0,0,0,0,1237691,0,0,23,0,0,0,0,0,0
18,44,7270,86167,0,0,0,0,0,0,402370,0,0,6,0,0,0,0,0,0
18,45,7540,89707,0,0,0,0,0,0,1367311,0,0,24,0,0,0,0,0,0
18,46,7757,92627,0,0,0,0,0,332,1069121,0,0,22,0,0,0,0,0,0
18,47,7976,95490,0,0,0,0,0,0,964577,0,0,22,0,0,0,0,0,0
18,48,8207,98521,0,0,0,0,0,0,1032572,0,0,23,0,0,0,0,0,0
18,49,8485,102203,0,0,0,0,0,0,1307078,0,0,26,0,0,0,0,0,0
18,50,8703,105267,0,0,0,0,0,0,1078430,0,0,22,0,0,0,0,0,0
18,51,8941,108557,0,0,0,0,0,0,1041817,0,0,24,0,0,0,0,0,0
18,52,9391,114598,0,0,0,0,0,0,2361142,0,0,43,0,0,0,0,0,0
2,0,449,1049,1536,12288,12288,1536,0,8763,2072219,0,244,11,0,244,244,0,9007,244
2,1,785,2196,512,4096,446,512,0,1661,1179399,0,262,9,0,262,262,0,1923,262
2,2,963,3413,0,0,3650,0,0,3431,1236395,0,742,11,0,742,742,0,2546,523
2,3,1223,4511,0,0,0,0,0,512,1220341,0,389,9,0,389,389,0,771,259
2,4,1476,5668,0,0,0,0,0,488,1088495,0,0,10,0,0,0,0,169,0
2,5,1673,6846,0,0,0,0,0,512,902110,0,6,9,0,6,6,0,518,6
2,6,1845,7882,0,0,0,0,0,0,769640,0,7,8,0,7,7,0,6,6
2,7,2082,9380,0,0,0,0,0,483,1129671,0,8,12,0,8,8,0,485,2
2,8,2232,10425,0,0,0,0,0,0,637499,0,213,8,0,213,213,0,213,213
2,9,2471,11981,0,0,0,0,0,511,1138767,0,251,12,0,251,251,0,168,168
2,10,2661,13419,0,0,0,0,0,0,869554,0,215,12,0,215,215,0,193,193
2,11,2808,14470,0,0,0,0,0,0,727732,0,0,9,0,0,0,0,0,0
2,12,2993,15911,0,0,0,0,0,0,903628,0,0,11,0,0,0,0,0,0
2,13,3156,17330,0,0,0,0,0,319,738980,0,0,12,0,0,0,0,319,0
2,14,3283,18386,0,0,0,0,0,0,627426,0,0,8,0,0,0,0,0,0
2,15,3461,19951,0,0,0,0,0,511,869260,0,0,13,0,0,0,0,289,0
2,16,3679,21626,0,0,0,0,0,0,1021652,0,0,14,0,0,0,0,0,0
2,17,3886,23448,0,0,0,0,0,0,993805,0,0,15,0,0,0,0,0,0
2,18,4006,24479,0,0,0,0,0,0,563602,0,0,8,0,0,0,0,0,0
2,19,4182,26069,0,0,0,0,0,0,819533,0,0,13,0,0,0,0,0,0
2,20,4343,27677,0,0,0,0,0,0,720281,0,0,11,0,0,0,0,0,0
2,21,4585,29756,0,0,0,0,0,0,1168795,0,0,16,0,0,0,0,0,0
2,22,4699,30824,0,0,0,0,0,0,537224,0,0,8,0,0,0,0,0,0
2,23,4798,31883,0,0,0,0,0,0,465362,0,0,8,0,0,0,0,0,0
2,24,4992,33729,0,0,0,0,0,319,988081,0,0,15,0,0,0,0,319,0
2,25,5112,34828,0,0,0,0,0,0,609222,0,0,8,0,0,0,0,0,0
2,26,5332,36923,0,0,0,0,0,511,1054308,0,0,16,0,0,0,0,0,0
2,27,5529,38849,0,0,0,0,0,0,972759,0,0,14,0,0,0,0,0,0
2,28,5699,40694,0,0,0,0,0,0,844795,0,0,14,0,0,0,0,0,0
2,29,5934,42958,0,0,0,0,0,0,1178824,0,0,18,0,0,0,0,0,0
2,30,6037,44045,0,0,0,0,0,0,472017,0,0,8,0,0,0,0,0,0
2,31,6275,46335,0,0,0,0,0,0,1148697,0,0,20,0,0,0,0,0,0
2,32,6498,48668,0,0,0,0,0,0,1165552,0,0,18,0,0,0,0,0,0
2,33,6597,49712,0,0,0,0,0,0,470805,0,0,8,0,0,0,0,0,0
2,34,6807,51999,0,0,0,0,0,0,981394,0,0,17,0,0,0,0,0,0
2,35,6996,54102,0,0,0,0,0,0,976615,0,0,15,0,0,0,0,0,0
2,36,7194,56393,0,0,0,0,0,0,944951,0,0,18,0,0,0,0,0,0
2,37,7374,58531,0,0,0,0,0,0,871173,0,0,14,0,0,0,0,0,0
2,38,7466,59630,0,0,0,0,0,0,371741,0,0,9,0,0,0,0,0,0
2,39,7686,62036,0,0,0,0,0,0,1014017,0,0,18,0,0,0,0,0,0
2,40,7909,64572,0,0,0,0,0,0,1059666,0,0,19,0,0,0,0,0,0
2,41,8114,66917,0,0,0,0,0,319,990994,0,0,18,0,0,0,0,319,0
2,42,8196,67935,0,0,0,0,0,0,402670,0,0,6,0,0,0,0,0,0
2,43,8403,70533,0,0,0,0,0,511,975210,0,0,20,0,0,0,0,0,0
2,44,8619,73063,0,0,0,0,0,0,1078555,0,0,17,0,0,0,0,0,0
2,45,8895,76175,0,0,0,0,0,0,1366484,0,0,21,0,0,0,0,0,0
2,46,9093,78757,0,0,0,0,0,0,854152,0,0,18,0,0,0,0,0,0
2,47,9184,79814,0,0,0,0,0,0,402530,0,0,7,0,0,0,0,0,0
2,48,9362,82038,0,0,0,0,0,0,849101,0,0,18,0,0,0,0,0,0
2,49,9592,84790,0,0,0,0,0,0,1158565,0,0,19,0,0,0,0,0,0
2,50,9672,85867,0,0,0,0,0,0,348052,0,0,7,0,0,0,0,0,0
2,51,10012,89228,0,0,0,0,0,0,1047500,0,0,24,0,0,0,0,0,0
2,52,10313,92811,0,0,0,0,0,0,1047129,0,0,23,0,0,0,0,0,0
2,53,10391,93865,0,0,0,0,0,0,311161,0,0,7,0,0,0,0,0,0
2,54,10648,96817,0,0,0,0,0,0,1191199,0,0,21,0,0,0,0,0,0
2,55,10830,99339,0,0,0,0,0,0,860482,0,0,18,0,0,0,0,0,0
2,56,11058,102380,0,0,0,0,0,0,1083055,0,0,22,0,0,0,0,0,0
2,57,11269,105103,0,0,0,0,0,0,1111408,0,0,20,0,0,0,0,0,0
2,58,11538,108759,0,0,0,0,0,0,1248281,0,0,26,0,0,0,0,0,0
2,59,11627,109847,0,0,0,0,0,0,386106,0,0,8,0,0,0,0,0,0
2,60,11837,112659,0,0,0,0,0,0,944409,0,0,22,0,0,0,0,0,0
2,61,12070,115722,0,0,0,0,0,0,1108255,0,0,21,0,0,0,0,0,0
2,62,12320,118963,0,0,0,0,0,0,1131825,0,0,23,0,0,0,0,0,0
2,63,12389,120095,0,0,0,0,0,0,391309,0,0,8,0,0,0,0,0,0
2,64,12618,123058,0,0,0,0,0,0,1042881,0,0,21,0,0,0,0,0,0
2,65,12699,124160,0,0,0,0,0,0,325463,0,0,8,0,0,0,0,0,0
2,66,12914,127336,0,0,0,0,0,0,1041118,0,0,22,0,0,0,0,0,0
10,0,195,1337,513,4097,3698,513,0,2707,1339549,0,138,11,0,138,138,0,2845,138
10,1,365,2516,511,4095,3528,511,0,3594,1122092,0,368,9,0,368,368,0,3962,368
10,2,572,3743,0,0,966,0,0,933,1048944,0,259,9,0,259,259,0,914,258
10,3,750,4849,0,0,0,0,0,512,872526,0,90,10,0,90,90,0,567,55
10,4,984,6335,0,0,0,0,0,517,1201855,0,234,12,0,234,234,0,751,234
10,5,1133,7373,0,0,0,0,0,0,639462,0,146,7,0,146,146,0,146,146
10,6,1337,8761,0,0,0,0,0,0,1022801,0,8,12,0,8,8,0,6,6
10,7,1525,10121,0,0,0,0,0,5,874420,0,11,12,0,11,11,0,12,7
10,8,1702,11454,0,0,0,0,0,512,854768,0,3,11,0,3,3,0,3,3
10,9,1881,12653,0,0,0,0,0,0,880809,0,0,10,0,0,0,0,0,0
10,10,2058,14054,0,0,0,0,0,0,806006,0,0,11,0,0,0,0,0,0
10,11,2255,15541,0,0,0,0,0,0,922499,0,0,12,0,0,0,0,0,0
10,12,2429,17098,0,0,0,0,0,0,890321,0,0,13,0,0,0,0,0,0
10,13,2559,18130,0,0,0,0,0,0,565495,0,0,9,0,0,0,0,0,0
10,14,2793,20013,0,0,0,0,0,512,1159459,0,0,15,0,0,0,0,0,0
10,15,2912,21064,0,0,0,0,0,0,578268,0,0,8,0,0,0,0,0,0
10,16,3030,22105,0,0,0,0,0,0,587646,0,0,9,0,0,0,0,0,0
10,17,3203,23794,0,0,0,0,0,0,827840,0,0,14,0,0,0,0,0,0
10,18,3419,25813,0,0,0,0,0,0,1088192,0,0,15,0,0,0,0,0,0
10,19,3589,27431,0,0,0,0,0,0,845795,0,0,13,0,0,0,0,0,0
10,20,3793,29368,0,0,0,0,0,0,979411,0,0,15,0,0,0,0,0,0
10,21,3964,31066,0,0,0,0,0,0,889941,0,0,13,0,0,0,0,0,0
10,22,4128,32762,0,0,0,0,0,0,777354,0,0,12,0,0,0,0,0,0
10,23,4327,34637,0,0,0,0,0,0,1043956,0,0,13,0,0,0,0,0,0
10,24,4524,36562,0,0,0,0,0,512,882632,0,0,15,0,0,0,0,0,0
10,25,4621,37621,0,0,0,0,0,0,455682,0,0,8,0,0,0,0,0,0
10,26,4727,38687,0,0,0,0,0,0,495360,0,0,8,0,0,0,0,0,0
10,27,4846,39765,0,0,0,0,0,0,611663,0,0,7,0,0,0,0,0,0
10,28,5064,42018,0,0,0,0,0,0,1094210,0,0,18,0,0,0,0,0,0
10,29,5300,44506,0,0,0,0,0,0,1161990,0,0,21,0,0,0,0,0,0
10,30,5399,45553,0,0,0,0,0,0,506690,0,0,7,0,0,0,0,0,0
10,31,5603,47791,0,0,0,0,0,0,1009516,0,0,18,0,0,0,0,0,0
10,32,5825,50226,0,0,0,0,0,0,1083347,0,0,18,0,0,0,0,0,0
10,33,6018,52397,0,0,0,0,0,0,1002119,0,0,16,0,0,0,0,0,0
10,34,6117,53428,0,0,0,0,0,0,474744,0,0,8,0,0,0,0,0,0
10,35,6286,55337,0,0,0,0,0,0,814394,0,0,14,0,0,0,0,0,0
10,36,6474,57485,0,0,0,0,0,0,968904,0,0,16,0,0,0,0,0,0
10,37,6564,58523,0,0,0,0,0,0,361627,0,0,8,0,0,0,0,0,0
10,38,6794,61049,0,0,0,0,0,0,1140031,0,0,19,0,0,0,0,0,0
10,39,7013,63584,0,0,0,0,0,0,1051894,0,0,19,0,0,0,0,0,0
10,40,7260,66487,0,0,0,0,0,0,1214997,0,0,20,0,0,0,0,0,0
10,41,7475,68931,0,0,0,0,0,512,1010760,0,0,20,0,0,0,0,512,0
10,42,7691,71646,0,0,0,0,0,0,1101369,0,0,19,0,0,0,0,0,0
10,43,7948,74626,0,0,0,0,0,0,1269140,0,0,21,0,0,0,0,0,0
10,44,8047,75753,0,0,0,0,0,0,497898,0,0,9,0,0,0,0,0,0
10,45,8281,78725,0,0,0,0,0,0,1236525,0,0,22,0,0,0,0,0,0
10,46,8470,81148,0,0,0,0,0,0,878297,0,0,17,0,0,0,0,0,0
10,47,8717,84210,0,0,0,0,0,0,925374,0,0,20,0,0,0,0,0,0
10,48,8801,85276,0,0,0,0,0,0,396788,0,0,8,0,0,0,0,0,0
10,49,9025,88428,0,0,0,0,0,0,597238,0,0,20,0,0,0,0,0,0
10,50,9246,91249,0,0,0,0,0,0,922972,0,0,18,0,0,0,0,0,0
10,51,9491,94212,0,0,0,0,0,0,1181388,0,0,21,0,0,0,0,0,0
10,52,9702,96973,0,0,0,0,0,0,1088280,0,0,21,0,0,0,0,0,0
10,53,9960,100244,0,0,0,0,0,0,1269889,0,0,23,0,0,0,0,0,0
10,54,10202,103545,0,0,0,0,0,0,1218528,0,0,24,0,0,0,0,0,0
10,55,10289,104652,0,0,0,0,0,0,487739,0,0,7,0,0,0,0,0,0
10,56,10542,108026,0,0,0,0,0,0,1152381,0,0,24,0,0,0,0,0,0
10,57,10641,109139,0,0,0,0,0,0,481068,0,0,9,0,0,0,0,0,0
10,58,10716,110210,0,0,0,0,0,0,307323,0,0,7,0,0,0,0,0,0
10,59,10928,113138,0,0,0,0,0,0,1034978,0,0,24,0,0,0,0,0,0
10,60,11017,114273,0,0,0,0,0,0,390439,0,0,8,0,0,0,0,0,0
10,61,11270,117684,0,0,0,0,0,0,1192492,0,0,25,0,0,0,0,0,0
10,62,11494,120764,0,0,0,0,0,0,960775,0,0,22,0,0,0,0,0,0
10,63,11727,124142,0,0,0,0,0,0,1093404,0,0,24,0,0,0,0,0,0
26,0,114,3141,512,4096,1346,512,0,2565,1240165,0,0,24,0,0,0,0,2565,0
26,1,284,6202,0,0,0,0,0,1532,376423,0,0,8,0,0,0,0,1532,0
26,2,338,7290,1,1,0,1,0,513,472392,0,7,8,0,7,7,0,520,7
26,3,431,9543,0,0,2352,0,0,517,814265,0,12,16,0,12,12,0,517,4
26,4,568,12555,0,0,398,0,0,0,1216271,0,52,21,0,52,52,0,0,0
26,5,650,13592,1,7,8,1,0,296,424308,0,0,7,0,0,0,0,296,0
26,6,768,16084,510,4088,770,0,0,3680,448159,0,13,17,0,13,13,0,1031,9
26,7,924,19575,0,0,1176,0,0,1022,1009637,0,20,23,0,20,20,0,121,18
26,8,1032,22387,0,0,1176,0,0,698,947944,0,19,20,0,19,19,0,295,5
26,9,1190,25119,0,0,966,0,0,511,1008477,0,22,20,0,22,22,0,165,6
26,10,1404,27742,0,0,0,0,0,0,1053391,0,20,19,0,20,20,0,7,7
26,11,1608,30534,0,0,0,0,0,0,1033321,0,0,17,0,0,0,0,0,0
26,12,1840,33705,0,0,0,0,0,511,1097377,0,51,24,0,51,51,0,31,31
26,13,2091,36930,0,0,0,0,0,0,1238484,0,103,24,0,103,103,0,102,102
26,14,2314,39980,0,0,0,0,0,290,1064440,0,155,23,0,155,155,0,65,65
26,15,2522,42855,0,0,0,0,0,0,958919,0,0,22,0,0,0,0,0,0
26,16,2602,43929,0,0,0,0,0,0,355618,0,0,7,0,0,0,0,0,0
26,17,2868,47596,0,0,0,0,0,0,1365387,0,0,25,0,0,0,0,0,0
26,18,3086,50676,0,0,0,0,0,455,808327,0,0,23,0,0,0,0,0,0
26,19,3331,53986,0,0,0,0,0,0,1197386,0,0,23,0,0,0,0,0,0
12,0,175,1576,512,4096,4096,512,0,3073,822589,0,108,9,0,108,108,0,3181,108
12,1,354,2654,512,4096,0,512,0,1616,816846,0,285,9,0,285,285,0,1901,285
12,2,481,4080,0,0,4096,0,0,3072,1029407,0,631,11,0,631,631,0,1977,441
12,3,639,5187,0,0,0,0,0,512,844235,0,315,9,0,315,315,0,827,315
12,4,883,6722,0,0,0,0,0,0,1146389,0,914,13,0,914,914,0,504,504
12,5,1069,8069,0,0,0,0,0,512,898672,0,252,12,0,252,252,0,763,251
12,6,1192,9100,0,0,0,0,0,0,625666,0,0,8,0,0,0,0,0,0
12,7,1377,10501,0,0,0,0,0,0,842496,0,0,12,0,0,0,0,0,0
12,8,1537,11860,0,0,0,0,0,512,778208,0,0,11,0,0,0,0,512,0
12,9,1711,13318,0,0,0,0,0,0,730374,0,0,10,0,0,0,0,0,0
12,10,1900,14924,0,0,0,0,0,0,890519,0,0,12,0,0,0,0,0,0
12,11,2107,16557,0,0,0,0,0,0,1048631,0,0,14,0,0,0,0,0,0
12,12,2316,18290,0,0,0,0,0,0,1068269,0,0,14,0,0,0,0,0,0
12,13,2502,20080,0,0,0,0,0,512,951578,0,0,14,0,0,0,0,512,0
12,14,2731,22109,0,0,0,0,0,0,1152114,0,0,17,0,0,0,0,0,0
12,15,2961,24201,0,0,0,0,0,0,1065385,0,0,17,0,0,0,0,0,0
12,16,3175,26207,0,0,0,0,0,0,1006893,0,0,15,0,0,0,0,0,0
12,17,3282,27273,0,0,0,0,0,0,574745,0,0,8,0,0,0,0,0,0
12,18,3394,28312,0,0,0,0,0,0,562683,0,0,9,0,0,0,0,0,0
12,19,3547,29848,0,0,0,0,0,0,682161,0,0,11,0,0,0,0,0,0
12,20,3764,31994,0,0,0,0,0,0,1084639,0,0,16,0,0,0,0,0,0
12,21,3942,33880,0,0,0,0,0,0,888216,0,0,15,0,0,0,0,0,0
12,22,4136,35655,0,0,0,0,0,0,957287,0,0,14,0,0,0,0,0,0
12,23,4249,36732,0,0,0,0,0,512,535330,0,0,8,0,0,0,0,512,0
12,24,4347,37830,0,0,0,0,0,0,509480,0,0,8,0,0,0,0,0,0
12,25,4570,40098,0,0,0,0,0,0,1039687,0,0,20,0,0,0,0,0,0
12,26,4814,42525,0,0,0,0,0,0,1206383,0,0,20,0,0,0,0,0,0
12,27,4995,44514,0,0,0,0,0,0,892142,0,0,15,0,0,0,0,0,0
12,28,5209,46831,0,0,0,0,0,0,1065157,0,0,17,0,0,0,0,0,0
12,29,5406,49044,0,0,0,0,0,0,929604,0,0,17,0,0,0,0,0,0
12,30,5614,51303,0,0,0,0,0,0,1026765,0,0,16,0,0,0,0,0,0
12,31,5792,53493,0,0,0,0,0,0,886373,0,0,15,0,0,0,0,0,0
12,32,5970,55470,0,0,0,0,0,0,894176,0,0,16,0,0,0,0,0,0
12,33,6186,57949,0,0,0,0,0,0,1048595,0,0,18,0,0,0,0,0,0
12,34,6434,60800,0,0,0,0,0,0,1279206,0,0,22,0,0,0,0,0,0
12,35,6665,63295,0,0,0,0,0,0,1195088,0,0,19,0,0,0,0,0,0
12,36,6920,66308,0,0,0,0,0,0,1261445,0,0,23,0,0,0,0,0,0
12,37,7160,69010,0,0,0,0,0,512,1108612,0,0,19,0,0,0,0,512,0
12,38,7382,71833,0,0,0,0,0,0,1124576,0,0,21,0,0,0,0,0,0
12,39,7621,74535,0,0,0,0,0,0,1048830,0,0,21,0,0,0,0,0,0
12,40,7693,75612,0,0,0,0,0,0,413786,0,0,8,0,0,0,0,0,0
